event_id,ts_raw,warehouse,region,promised_hours,actual_hours,employee_id,shift_id,staff_productivity_score
OPS-D-0024504,2026-07-17T23:30:00+05:30,WH-N1,North,24.0,9.33,EMP-1183,SH-1,0.888
OPS-D-0024505,2026-07-17T00:00:00+05:30,WH-N2,North,24.0,22.98,EMP-1042,SH-1,0.708
OPS-D-0024506,2026-07-17 01:02:00,WH-N2,North,24.0,22.28,EMP-1095,SH-2,0.731
OPS-D-0024507,2026-07-17T02:50:00+05:30,WH-N2,North,24.0,17.34,EMP-1196,SH-2,0.659
OPS-D-0024508,2026-07-17T03:54:00+05:30,WH-N2,North,24.0,10.91,EMP-1382,SH-2,0.685
OPS-D-0024509,2026-07-17T04:07:00+05:30,WH-N2,North,24.0,18.73,EMP-1248,SH-1,0.931
OPS-D-0024510,1784245260000,WH-N2,North,24.0,10.14,EMP-1247,SH-2,0.854
OPS-D-0024511,2026-07-17 06:04:00,WH-N2,North,24.0,10.12,EMP-1088,SH-2,0.817
OPS-D-0024512,2026-07-17 07:35:00,WH-N2,North,24.0,16.01,EMP-1255,SH-3,0.643
OPS-D-0024513,2026-07-17T08:35:00+05:30,WH-N2,North,24.0,15.31,EMP-1172,SH-2,0.62
OPS-D-0024514,1784262060000,WH-N2,North,24.0,9.09,EMP-1148,SH-2,0.717
OPS-D-0024515,2026-07-17T10:06:00+05:30,WH-N2,North,24.0,10.94,EMP-1090,SH-3,0.687
OPS-D-0024516,2026-07-17T11:21:00+05:30,WH-N2,North,24.0,12.66,EMP-1035,SH-1,0.747
OPS-D-0024517,2026-07-17T12:21:00+05:30,WH-N2,North,24.0,15.48,EMP-1332,SH-2,0.63
OPS-D-0024518,2026-07-17T13:10:00+05:30,WH-N2,North,24.0,11.23,EMP-1352,SH-3,0.92
OPS-D-0024519,2026-07-17T14:36:00+05:30,WH-N2,North,24.0,19.1,EMP-1183,SH-1,0.793
OPS-D-0024520,2026-07-17T15:01:00+05:30,WH-N2,North,24.0,12.57,EMP-1210,SH-3,0.75
OPS-D-0024521,2026-07-17T16:11:00+05:30,WH-N2,North,24.0,21.93,EMP-1032,SH-1,0.76
OPS-D-0024522,2026-07-17T17:22:00+05:30,WH-N2,North,24.0,22.42,EMP-1147,SH-1,0.555
OPS-D-0024523,2026-07-17T18:38:00+05:30,WH-N2,North,24.0,14.0,EMP-1283,SH-3,0.905
OPS-D-0024524,2026-07-17T19:51:00+05:30,WH-N2,North,24.0,13.43,EMP-1337,SH-1,0.716
OPS-D-0024525,2026-07-17T20:14:00+05:30,WH-N2,North,24.0,9.05,EMP-1329,SH-1,0.805
OPS-D-0024526,2026-07-17T21:00:00+05:30,WH-N2,North,24.0,20.75,EMP-1274,SH-1,0.618
OPS-D-0024527,2026-07-17T22:27:00+05:30,WH-N2,North,24.0,15.02,EMP-1209,SH-2,0.792
OPS-D-0024528,1784312640000,WH-N2,North,24.0,18.15,EMP-1350,SH-2,0.845
OPS-D-0024529,2026-07-17 00:18:00,WH-S1,South,24.0,14.32,EMP-1007,SH-3,0.858
OPS-D-0024530,2026-07-17T01:30:00+05:30,WH-S1,South,24.0,21.61,EMP-1249,SH-1,0.859
OPS-D-0024531,1784235180000,WH-S1,South,24.0,12.53,EMP-1310,SH-1,0.711
OPS-D-0024532,2026-07-17T03:11:00+05:30,WH-S1,South,24.0,12.82,EMP-1242,SH-3,0.821
OPS-D-0024533,2026-07-17T04:04:00+05:30,WH-S1,South,24.0,9.15,EMP-1216,SH-3,0.731
OPS-D-0024534,2026-07-17T05:33:00+05:30,WH-S1,South,24.0,12.13,EMP-1155,SH-2,0.747
OPS-D-0024535,2026-07-17T06:29:00+05:30,WH-S1,South,24.0,12.19,EMP-1330,SH-1,0.95
OPS-D-0024536,2026-07-17 07:02:00,WH-S1,South,24.0,,EMP-1198,SH-2,0.757
OPS-D-0024537,1784256360000,WH-S1,South,24.0,15.16,EMP-1276,SH-1,0.689
OPS-D-0024538,2026-07-17 09:31:00,WH-S1,South,24.0,13.16,EMP-1361,SH-2,0.704
OPS-D-0024539,2026-07-17T10:46:00+05:30,WH-S1,South,24.0,18.73,EMP-1143,SH-2,0.723
OPS-D-0024540,1784269500000,WH-S1,South,24.0,20.37,EMP-1182,SH-3,0.814
OPS-D-0024541,2026-07-17T12:37:00+05:30,WH-S1,South,24.0,16.78,EMP-1141,SH-2,0.629
OPS-D-0024542,1784273400000,WH-S1,South,24.0,,EMP-1204,SH-3,0.703
OPS-D-0024543,2026-07-17 14:31:00,WH-S1,South,24.0,16.51,EMP-1188,SH-1,0.853
OPS-D-0024544,2026-07-17T15:58:00+05:30,WH-S1,South,24.0,22.7,EMP-1139,SH-1,0.776
OPS-D-0024545,2026-07-17T16:04:00+05:30,WH-S1,South,24.0,21.07,EMP-1346,SH-2,0.826
OPS-D-0024546,2026-07-17 17:44:00,WH-S1,South,24.0,11.35,EMP-1244,SH-3,0.724
OPS-D-0024547,2026-07-17 18:37:00,WH-S1,South,24.0,9.1,EMP-1079,SH-3,0.71
OPS-D-0024548,2026-07-17T19:09:00+05:30,WH-S1,South,24.0,12.78,EMP-1101,SH-1,0.701
OPS-D-0024549,2026-07-17 20:42:00,WH-S1,South,24.0,22.25,EMP-1230,SH-3,0.794
OPS-D-0024550,1784304300000,WH-S1,South,24.0,13.98,EMP-1318,SH-1,0.748
OPS-D-0024551,1784309100000,WH-S1,South,24.0,13.26,EMP-1015,SH-3,0.7
OPS-D-0024552,2026-07-17 23:50:00,WH-S1,South,24.0,20.59,EMP-1235,SH-3,0.784
OPS-D-0024553,2026-07-17T00:18:00+05:30,WH-E1,East,24.0,16.08,EMP-1309,SH-1,0.895
OPS-D-0024554,2026-07-17 01:50:00,WH-E1,East,24.0,21.6,EMP-1155,SH-1,0.819
OPS-D-0024555,2026-07-17T02:01:00+05:30,WH-E1,East,24.0,10.04,EMP-1283,SH-2,0.845
OPS-D-0024556,2026-07-17T03:04:00+05:30,WH-E1,East,24.0,62.13,EMP-1130,SH-1,0.87
OPS-D-0024557,2026-07-17T04:02:00+05:30,WH-E1,East,24.0,,EMP-1088,SH-2,0.711
OPS-D-0024558,2026-07-17T05:40:00+05:30,WH-E1,East,24.0,8.79,EMP-1384,SH-3,0.725
OPS-D-0024559,1784249760000,WH-E1,East,24.0,14.35,EMP-1359,SH-3,0.673
OPS-D-0024560,2026-07-17T07:26:00+05:30,WH-E1,East,24.0,14.15,EMP-1144,SH-3,0.645
OPS-D-0024561,2026-07-17T08:08:00+05:30,WH-E1,East,24.0,18.68,EMP-1300,SH-1,0.754
OPS-D-0024562,2026-07-17T09:17:00+05:30,WH-E1,East,24.0,14.64,EMP-1201,SH-3,0.745
OPS-D-0024563,2026-07-17T10:28:00+05:30,WH-E1,East,24.0,11.56,EMP-1004,SH-3,0.856
OPS-D-0024564,2026-07-17 11:50:00,WH-E1,East,24.0,20.06,EMP-1008,SH-2,0.776
OPS-D-0024565,2026-07-17 12:16:00,WH-E1,East,24.0,16.55,EMP-1250,SH-1,0.923
OPS-D-0024566,2026-07-17 13:20:00,WH-E1,East,24.0,9.17,EMP-1327,SH-2,0.67
OPS-D-0024567,2026-07-17T14:46:00+05:30,WH-E1,East,24.0,20.89,EMP-1220,SH-2,0.67
OPS-D-0024568,2026-07-17T15:33:00+05:30,WH-E1,East,24.0,21.13,EMP-1124,SH-3,1.0
OPS-D-0024569,1784286300000,WH-E1,East,24.0,18.57,EMP-1216,SH-2,0.599
OPS-D-0024570,1784289900000,WH-E1,East,24.0,19.08,EMP-1117,SH-3,0.845
OPS-D-0024571,2026-07-17 18:00:00,WH-E1,East,24.0,13.51,EMP-1284,SH-3,0.662
OPS-D-0024572,2026-07-17T19:04:00+05:30,WH-E1,East,24.0,12.33,EMP-1223,SH-1,0.807
OPS-D-0024573,2026-07-17T20:47:00+05:30,WH-E1,East,24.0,20.34,EMP-1288,SH-3,0.611
OPS-D-0024574,2026-07-17T21:29:00+05:30,WH-E1,East,24.0,23.35,EMP-1313,SH-3,0.675
OPS-D-0024575,2026-07-17T22:57:00+05:30,WH-E1,East,24.0,,EMP-1051,SH-1,0.743
OPS-D-0024576,2026-07-17T23:54:00+05:30,WH-E1,East,24.0,8.9,EMP-1236,SH-1,0.695
OPS-D-0024577,2026-07-17T00:08:00+05:30,WH-W1,West,24.0,9.8,EMP-1358,SH-2,0.669
OPS-D-0024578,2026-07-17T01:25:00+05:30,WH-W1,West,24.0,17.57,EMP-1242,SH-3,0.831
OPS-D-0024579,2026-07-17T02:09:00+05:30,WH-W1,West,24.0,15.93,EMP-1172,SH-3,0.804
OPS-D-0024580,2026-07-17T03:35:00+05:30,WH-W1,West,24.0,8.47,EMP-1344,SH-3,0.918
OPS-D-0024581,2026-07-17T04:04:00+05:30,WH-W1,West,24.0,9.82,EMP-1240,SH-1,0.727
OPS-D-0024582,2026-07-17T05:47:00+05:30,WH-W1,West,24.0,18.62,EMP-1107,SH-1,0.62
OPS-D-0024583,2026-07-17 06:48:00,WH-W1,West,24.0,26.43,EMP-1381,SH-2,0.893
OPS-D-0024584,1784255280000,WH-W1,West,24.0,9.38,EMP-1203,SH-1,0.93
OPS-D-0024585,2026-07-17T08:09:00+05:30,WH-W1,West,24.0,20.57,EMP-1044,SH-1,0.81
OPS-D-0024586,2026-07-17 09:35:00,WH-W1,West,24.0,18.17,EMP-1388,SH-3,0.656
OPS-D-0024587,2026-07-17T10:43:00+05:30,WH-W1,West,24.0,61.06,EMP-1312,SH-3,0.697
OPS-D-0024588,2026-07-17T11:50:00+05:30,WH-W1,West,24.0,14.06,EMP-1183,SH-3,0.762
OPS-D-0024589,2026-07-17 12:56:00,WH-W1,West,24.0,17.86,EMP-1311,SH-1,0.819
OPS-D-0024590,2026-07-17T13:02:00+05:30,WH-W1,West,24.0,22.15,EMP-1147,SH-1,0.734
OPS-D-0024591,2026-07-17T14:42:00+05:30,WH-W1,West,24.0,20.31,EMP-1376,SH-3,0.838
OPS-D-0024592,2026-07-17 15:21:00,WH-W1,West,24.0,9.25,EMP-1161,SH-2,0.931
OPS-D-0024593,2026-07-17T16:11:00+05:30,WH-W1,West,24.0,8.55,EMP-1097,SH-2,0.711
OPS-D-0024594,2026-07-17T17:42:00+05:30,WH-W1,West,24.0,73.42,EMP-1178,SH-2,0.798
OPS-D-0024595,2026-07-17T18:37:00+05:30,WH-W1,West,24.0,14.83,EMP-1182,SH-1,0.754
OPS-D-0024596,2026-07-17T19:02:00+05:30,WH-W1,West,24.0,12.26,EMP-1237,SH-3,0.815
OPS-D-0024597,2026-07-17T20:11:00+05:30,WH-W1,West,24.0,17.06,EMP-1078,SH-1,0.768
OPS-D-0024598,2026-07-17T21:10:00+05:30,WH-W1,West,24.0,20.57,EMP-1195,SH-1,0.826
OPS-D-0024599,2026-07-17T22:07:00+05:30,WH-W1,West,24.0,9.9,EMP-1242,SH-1,0.809
OPS-D-0024600,2026-07-17T23:06:00+05:30,WH-W1,West,24.0,10.84,EMP-1293,SH-1,0.917
OPS-D-0024601,2026-07-18 00:26:00,WH-N1,North,24.0,21.31,EMP-1246,SH-1,0.706
OPS-D-0024602,1784318340000,WH-N1,North,24.0,19.33,EMP-1291,SH-1,0.748
OPS-D-0024603,1784320440000,WH-N1,North,24.0,8.87,EMP-1163,SH-2,0.913
OPS-D-0024604,1784324820000,WH-N1,North,24.0,9.75,EMP-1329,SH-2,0.758
OPS-D-0024605,1784330520000,WH-N1,North,24.0,26.58,EMP-1279,SH-3,0.672
OPS-D-0024606,1784333580000,WH-N1,North,24.0,22.2,EMP-1224,SH-3,0.808
OPS-D-0024607,2026-07-18 06:46:00,WH-N1,North,24.0,23.06,EMP-1042,SH-1,0.943
OPS-D-0024608,1784341320000,WH-N1,North,24.0,22.3,EMP-1152,SH-3,0.719
OPS-D-0024609,2026-07-18T08:55:00+05:30,WH-N1,North,24.0,15.93,EMP-1082,SH-3,0.818
OPS-D-0024610,2026-07-18 09:26:00,WH-N1,North,24.0,10.49,EMP-1121,SH-3,0.875
OPS-D-0024611,2026-07-18T10:50:00+05:30,WH-N1,North,24.0,21.48,EMP-1178,SH-1,0.768
OPS-D-0024612,2026-07-18T11:01:00+05:30,WH-N1,North,24.0,26.15,EMP-1253,SH-3,0.749
OPS-D-0024613,2026-07-18T12:45:00+05:30,WH-N1,North,24.0,23.47,EMP-1016,SH-1,0.862
OPS-D-0024614,1784361060000,WH-N1,North,24.0,14.55,EMP-1185,SH-2,0.8
OPS-D-0024615,2026-07-18T14:31:00+05:30,WH-N1,North,24.0,9.54,EMP-1158,SH-2,0.792
OPS-D-0024616,2026-07-18T15:14:00+05:30,WH-N1,North,24.0,22.09,EMP-1387,SH-2,0.745
OPS-D-0024617,1784372280000,WH-N1,North,24.0,18.48,EMP-1295,SH-1,0.79
OPS-D-0024618,2026-07-18T17:10:00+05:30,WH-N1,North,24.0,21.12,EMP-1180,SH-1,0.838
OPS-D-0024619,2026-07-18T18:44:00+05:30,WH-N1,North,24.0,,EMP-1274,SH-1,0.657
OPS-D-0024620,2026-07-18T19:20:00+05:30,WH-N1,North,24.0,10.46,EMP-1364,SH-1,0.8
OPS-D-0024621,2026-07-18 20:59:00,WH-N1,North,24.0,16.5,EMP-1352,SH-1,0.746
OPS-D-0024622,2026-07-18 21:17:00,WH-N1,North,24.0,17.03,EMP-1068,SH-2,0.836
OPS-D-0024623,2026-07-18T22:48:00+05:30,WH-N1,North,24.0,16.15,EMP-1079,SH-3,0.717
OPS-D-0024624,2026-07-18 23:20:00,WH-N1,North,24.0,,EMP-1312,SH-2,0.695
OPS-D-0024625,1784314020000,WH-N1,North,24.0,8.9,EMP-1249,SH-2,0.783
OPS-D-0024626,2026-07-18T01:12:00+05:30,WH-N1,North,24.0,20.83,EMP-1275,SH-2,0.842
OPS-D-0024627,2026-07-18 02:45:00,WH-N1,North,24.0,13.13,EMP-1016,SH-3,0.641
OPS-D-0024628,2026-07-18 00:33:00,WH-N2,North,24.0,14.64,EMP-1243,SH-1,0.718
OPS-D-0024629,2026-07-18T01:45:00+05:30,WH-N2,North,24.0,16.65,EMP-1355,SH-3,0.765
OPS-D-0024630,2026-07-18 02:17:00,WH-N2,North,24.0,13.07,EMP-1353,SH-2,0.988
OPS-D-0024631,2026-07-18T03:11:00+05:30,WH-N2,North,24.0,16.83,EMP-1137,SH-3,0.787
OPS-D-0024632,2026-07-18T04:26:00+05:30,WH-N2,North,24.0,17.88,EMP-1113,SH-1,0.804
OPS-D-0024633,2026-07-18T05:14:00+05:30,WH-N2,North,24.0,9.29,EMP-1139,SH-3,0.632
OPS-D-0024634,2026-07-18T06:15:00+05:30,WH-N2,North,24.0,,EMP-1280,SH-2,0.945
OPS-D-0024635,2026-07-18T07:21:00+05:30,WH-N2,North,24.0,20.82,EMP-1249,SH-1,0.762
OPS-D-0024636,2026-07-18T08:30:00+05:30,WH-N2,North,24.0,20.02,EMP-1352,SH-2,0.822
OPS-D-0024637,2026-07-18T09:05:00+05:30,WH-N2,North,24.0,17.86,EMP-1387,SH-2,0.86
OPS-D-0024638,2026-07-18T10:58:00+05:30,WH-N2,North,24.0,74.53,EMP-1160,SH-3,0.8
OPS-D-0024639,2026-07-18 11:20:00,WH-N2,North,24.0,20.15,EMP-1110,SH-2,0.916
OPS-D-0024640,2026-07-18T12:27:00+05:30,WH-N2,North,24.0,14.75,EMP-1214,SH-1,0.867
OPS-D-0024641,2026-07-18 13:17:00,WH-N2,North,24.0,8.83,EMP-1103,SH-2,0.837
OPS-D-0024642,1784365140000,WH-N2,North,24.0,,EMP-1109,SH-2,0.565
OPS-D-0024643,1784367840000,WH-N2,North,24.0,10.83,EMP-1370,SH-3,0.708
OPS-D-0024644,2026-07-18T16:00:00+05:30,WH-N2,North,24.0,13.82,EMP-1389,SH-3,0.686
OPS-D-0024645,2026-07-18T17:13:00+05:30,WH-N2,North,24.0,10.24,EMP-1270,SH-2,0.723
OPS-D-0024646,2026-07-18T18:04:00+05:30,WH-N2,North,24.0,16.25,EMP-1156,SH-1,0.927
OPS-D-0024647,2026-07-18T19:50:00+05:30,WH-N2,North,24.0,11.59,EMP-1232,SH-2,0.789
OPS-D-0024648,1784385540000,WH-N2,North,24.0,12.25,EMP-1266,SH-3,0.774
OPS-D-0024649,2026-07-18T21:41:00+05:30,WH-N2,North,24.0,13.8,EMP-1004,SH-2,0.676
OPS-D-0024650,2026-07-18T22:30:00+05:30,WH-N2,North,24.0,14.55,EMP-1293,SH-1,0.707
OPS-D-0024651,2026-07-18T23:31:00+05:30,WH-N2,North,24.0,16.13,EMP-1336,SH-2,0.888
OPS-D-0024652,2026-07-18T00:12:00+05:30,WH-N2,North,24.0,9.31,EMP-1203,SH-1,0.902
OPS-D-0024653,2026-07-18 01:59:00,WH-N2,North,24.0,10.81,EMP-1384,SH-1,0.725
OPS-D-0024654,2026-07-18T02:30:00+05:30,WH-N2,North,24.0,12.93,EMP-1301,SH-2,0.84
OPS-D-0024655,2026-07-18T00:11:00+05:30,WH-S1,South,24.0,14.41,EMP-1049,SH-3,0.841
OPS-D-0024656,2026-07-18T01:06:00+05:30,WH-S1,South,24.0,30.79,EMP-1020,SH-2,0.807
OPS-D-0024657,2026-07-18 02:46:00,WH-S1,South,24.0,21.15,EMP-1083,SH-3,0.838
OPS-D-0024658,2026-07-18T03:31:00+05:30,WH-S1,South,24.0,21.88,EMP-1348,SH-3,0.824
OPS-D-0024659,1784328780000,WH-S1,South,24.0,9.46,EMP-1083,SH-1,0.726
OPS-D-0024660,2026-07-18T05:17:00+05:30,WH-S1,South,24.0,8.66,EMP-1311,SH-2,0.923
OPS-D-0024661,2026-07-18T06:23:00+05:30,WH-S1,South,24.0,20.83,EMP-1384,SH-1,0.88
OPS-D-0024662,2026-07-18T07:48:00+05:30,WH-S1,South,24.0,11.96,EMP-1205,SH-3,0.795
OPS-D-0024663,1784341980000,WH-S1,South,24.0,22.44,EMP-1388,SH-1,0.966
OPS-D-0024664,2026-07-18T09:03:00+05:30,WH-S1,South,24.0,77.62,EMP-1399,SH-1,0.77
OPS-D-0024665,2026-07-18 10:46:00,WH-S1,South,24.0,17.27,EMP-1301,SH-3,0.791
OPS-D-0024666,2026-07-18T11:57:00+05:30,WH-S1,South,24.0,17.64,EMP-1396,SH-1,0.76
OPS-D-0024667,2026-07-18T12:45:00+05:30,WH-S1,South,24.0,12.76,EMP-1281,SH-2,0.834
OPS-D-0024668,2026-07-18T13:49:00+05:30,WH-S1,South,24.0,16.25,EMP-1191,SH-3,0.777
OPS-D-0024669,2026-07-18 14:57:00,WH-S1,South,24.0,22.93,EMP-1030,SH-1,0.895
OPS-D-0024670,1784369340000,WH-S1,South,24.0,,EMP-1242,SH-1,0.922
OPS-D-0024671,2026-07-18T16:49:00+05:30,WH-S1,South,24.0,9.5,EMP-1301,SH-2,0.76
OPS-D-0024672,1784376660000,WH-S1,South,24.0,10.43,EMP-1277,SH-1,0.876
OPS-D-0024673,2026-07-18T18:41:00+05:30,WH-S1,South,24.0,20.66,EMP-1052,SH-3,0.8
OPS-D-0024674,2026-07-18 19:32:00,WH-S1,South,24.0,15.19,EMP-1271,SH-3,0.844
OPS-D-0024675,2026-07-18 20:29:00,WH-S1,South,24.0,18.66,EMP-1059,SH-2,0.835
OPS-D-0024676,1784390280000,WH-S1,South,24.0,19.03,EMP-1303,SH-1,0.703
OPS-D-0024677,2026-07-18T22:46:00+05:30,WH-S1,South,24.0,,EMP-1207,SH-2,0.948
OPS-D-0024678,1784397780000,WH-S1,South,24.0,,EMP-1236,SH-1,0.64
OPS-D-0024679,2026-07-18 00:49:00,WH-S1,South,24.0,22.9,EMP-1225,SH-2,0.715
OPS-D-0024680,2026-07-18 01:58:00,WH-S1,South,24.0,18.69,EMP-1072,SH-1,0.7
OPS-D-0024681,2026-07-18 02:23:00,WH-S1,South,24.0,12.63,EMP-1145,SH-2,0.72
OPS-D-0024682,1784314620000,WH-E1,East,24.0,22.05,EMP-1046,SH-3,0.783
OPS-D-0024683,2026-07-18T01:06:00+05:30,WH-E1,East,24.0,9.22,EMP-1356,SH-3,0.753
OPS-D-0024684,2026-07-18T02:21:00+05:30,WH-E1,East,24.0,16.4,EMP-1199,SH-1,0.72
OPS-D-0024685,1784325180000,WH-E1,East,24.0,16.57,EMP-1198,SH-2,0.69
OPS-D-0024686,2026-07-18T04:28:00+05:30,WH-E1,East,24.0,23.41,EMP-1205,SH-1,0.792
OPS-D-0024687,2026-07-18T05:43:00+05:30,WH-E1,East,24.0,12.46,EMP-1226,SH-2,0.788
OPS-D-0024688,2026-07-18 06:14:00,WH-E1,East,24.0,20.63,EMP-1139,SH-1,0.606
OPS-D-0024689,2026-07-18 07:57:00,WH-E1,East,24.0,,EMP-1058,SH-1,0.877
OPS-D-0024690,2026-07-18 08:11:00,WH-E1,East,24.0,22.29,EMP-1248,SH-3,0.777
OPS-D-0024691,2026-07-18 09:26:00,WH-E1,East,24.0,16.11,EMP-1059,SH-1,0.658
OPS-D-0024692,2026-07-18T10:49:00+05:30,WH-E1,East,24.0,17.41,EMP-1048,SH-2,0.675
OPS-D-0024693,2026-07-18T11:30:00+05:30,WH-E1,East,24.0,21.23,EMP-1358,SH-3,0.619
OPS-D-0024694,2026-07-18T12:44:00+05:30,WH-E1,East,24.0,21.46,EMP-1059,SH-2,0.772
OPS-D-0024695,2026-07-18T13:40:00+05:30,WH-E1,East,24.0,20.04,EMP-1018,SH-3,0.901
OPS-D-0024696,2026-07-18 14:44:00,WH-E1,East,24.0,16.13,EMP-1132,SH-1,0.926
OPS-D-0024697,2026-07-18 15:21:00,WH-E1,East,24.0,18.03,EMP-1331,SH-2,0.849
OPS-D-0024698,2026-07-18T16:45:00+05:30,WH-E1,East,24.0,15.06,EMP-1112,SH-2,0.835
OPS-D-0024699,1784375520000,WH-E1,East,24.0,15.64,EMP-1018,SH-2,0.87
OPS-D-0024700,2026-07-18T18:09:00+05:30,WH-E1,East,24.0,13.52,EMP-1153,SH-2,0.781
OPS-D-0024701,2026-07-18 19:39:00,WH-E1,East,24.0,14.47,EMP-1211,SH-1,0.822
OPS-D-0024702,2026-07-18T20:36:00+05:30,WH-E1,East,24.0,9.62,EMP-1078,SH-3,0.816
OPS-D-0024703,2026-07-18T21:06:00+05:30,WH-E1,East,24.0,15.06,EMP-1396,SH-1,0.735
OPS-D-0024704,2026-07-18T22:56:00+05:30,WH-E1,East,24.0,14.77,EMP-1228,SH-3,0.737
OPS-D-0024705,2026-07-18T23:54:00+05:30,WH-E1,East,24.0,22.31,EMP-1191,SH-3,0.671
OPS-D-0024706,2026-07-18T00:42:00+05:30,WH-E1,East,24.0,22.61,EMP-1207,SH-2,0.74
OPS-D-0024707,2026-07-18T01:47:00+05:30,WH-E1,East,24.0,,EMP-1385,SH-2,0.727
OPS-D-0024708,2026-07-18T02:25:00+05:30,WH-E1,East,24.0,13.82,EMP-1001,SH-1,0.709
OPS-D-0024709,2026-07-18T00:56:00+05:30,WH-W1,West,24.0,8.95,EMP-1179,SH-2,0.972
OPS-D-0024710,2026-07-18T01:31:00+05:30,WH-W1,West,24.0,15.32,EMP-1394,SH-2,0.744
OPS-D-0024711,2026-07-18T02:34:00+05:30,WH-W1,West,24.0,45.36,EMP-1182,SH-1,0.754
OPS-D-0024712,2026-07-18T03:33:00+05:30,WH-W1,West,24.0,9.91,EMP-1382,SH-1,0.67
OPS-D-0024713,2026-07-18T04:27:00+05:30,WH-W1,West,24.0,,EMP-1004,SH-2,0.819
OPS-D-0024714,2026-07-18T05:29:00+05:30,WH-W1,West,24.0,20.98,EMP-1182,SH-2,0.816
OPS-D-0024715,2026-07-18T06:20:00+05:30,WH-W1,West,24.0,,EMP-1002,SH-2,0.958
OPS-D-0024716,2026-07-18T07:00:00+05:30,WH-W1,West,24.0,22.02,EMP-1190,SH-2,0.862
OPS-D-0024717,2026-07-18T08:01:00+05:30,WH-W1,West,24.0,,EMP-1077,SH-2,0.843
OPS-D-0024718,2026-07-18T09:45:00+05:30,WH-W1,West,24.0,10.92,EMP-1045,SH-1,0.731
OPS-D-0024719,2026-07-18 10:23:00,WH-W1,West,24.0,23.51,EMP-1156,SH-2,0.866
OPS-D-0024720,2026-07-18T11:04:00+05:30,WH-W1,West,24.0,11.36,EMP-1127,SH-2,0.908
OPS-D-0024721,2026-07-18T12:44:00+05:30,WH-W1,West,24.0,20.07,EMP-1214,SH-2,0.634
OPS-D-0024722,2026-07-18T13:52:00+05:30,WH-W1,West,24.0,14.79,EMP-1058,SH-1,0.688
OPS-D-0024723,2026-07-18T14:32:00+05:30,WH-W1,West,24.0,19.27,EMP-1163,SH-1,0.848
OPS-D-0024724,2026-07-18T15:51:00+05:30,WH-W1,West,24.0,71.49,EMP-1217,SH-2,0.733
OPS-D-0024725,2026-07-18T16:48:00+05:30,WH-W1,West,24.0,15.72,EMP-1100,SH-3,0.702
OPS-D-0024726,2026-07-18T17:36:00+05:30,WH-W1,West,24.0,8.93,EMP-1229,SH-1,0.886
OPS-D-0024727,2026-07-18T18:45:00+05:30,WH-W1,West,24.0,23.23,EMP-1245,SH-3,0.815
OPS-D-0024728,2026-07-18T19:59:00+05:30,WH-W1,West,24.0,21.59,EMP-1175,SH-2,0.934
OPS-D-0024729,2026-07-18T20:51:00+05:30,WH-W1,West,24.0,23.09,EMP-1352,SH-3,0.675
OPS-D-0024730,2026-07-18T21:12:00+05:30,WH-W1,West,24.0,15.59,EMP-1190,SH-2,0.666
OPS-D-0024731,2026-07-18T22:00:00+05:30,WH-W1,West,24.0,17.3,EMP-1129,SH-3,0.804
OPS-D-0024732,2026-07-18T23:47:00+05:30,WH-W1,West,24.0,19.23,EMP-1116,SH-1,0.807
OPS-D-0024733,2026-07-18T00:22:00+05:30,WH-W1,West,24.0,22.53,EMP-1151,SH-3,0.86
OPS-D-0024734,2026-07-18T01:44:00+05:30,WH-W1,West,24.0,61.92,EMP-1054,SH-2,0.703
OPS-D-0024735,2026-07-18T02:59:00+05:30,WH-W1,West,24.0,22.89,EMP-1267,SH-2,0.606
OPS-D-0024736,2026-07-19T00:25:00+05:30,WH-N1,North,24.0,21.63,EMP-1261,SH-3,0.793
OPS-D-0024737,2026-07-19 01:18:00,WH-N1,North,24.0,11.17,EMP-1134,SH-2,0.834
OPS-D-0024738,2026-07-19 02:28:00,WH-N1,North,24.0,14.9,EMP-1253,SH-2,1.0
OPS-D-0024739,2026-07-19T03:30:00+05:30,WH-N1,North,24.0,18.95,EMP-1118,SH-2,0.756
OPS-D-0024740,2026-07-19T04:46:00+05:30,WH-N1,North,24.0,22.12,EMP-1326,SH-3,0.75
OPS-D-0024741,2026-07-19T05:12:00+05:30,WH-N1,North,24.0,18.67,EMP-1246,SH-3,0.73
OPS-D-0024742,2026-07-19 06:24:00,WH-N1,North,24.0,9.36,EMP-1364,SH-3,0.761
OPS-D-0024743,2026-07-19T07:06:00+05:30,WH-N1,North,24.0,22.04,EMP-1051,SH-2,0.792
OPS-D-0024744,2026-07-19 08:00:00,WH-N1,North,24.0,70.34,EMP-1176,SH-2,0.662
OPS-D-0024745,2026-07-19 09:27:00,WH-N1,North,24.0,20.1,EMP-1094,SH-3,0.791
OPS-D-0024746,2026-07-19T10:53:00+05:30,WH-N1,North,24.0,19.74,EMP-1015,SH-3,0.747
OPS-D-0024747,2026-07-19T11:23:00+05:30,WH-N1,North,24.0,12.41,EMP-1079,SH-2,0.818
OPS-D-0024748,2026-07-19T12:11:00+05:30,WH-N1,North,24.0,17.75,EMP-1050,SH-2,0.886
OPS-D-0024749,2026-07-19 13:38:00,WH-N1,North,24.0,17.64,EMP-1067,SH-2,0.572
OPS-D-0024750,2026-07-19 14:22:00,WH-N1,North,24.0,20.41,EMP-1034,SH-2,0.738
